River,Gauge Site,Date,Time,Up Stream Gauge,Up Stream ,Down Stream Gauge,Down Stream,Flood Limit in Lac Cusecs (Low),Flood Limit in Lac Cusecs (Med),Flood Limit in Lac Cusecs (High),Flood Limit in Lac Cusecs     (V High),Remarks
JHELUM,Kotli,18-Jun-24,06:00 Hrs,-,-,7.4,2400,-,-,-,-,-
JHELUM,Rasul,18-Jun-24,06:00 Hrs,719,45461,698.5,26028,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,18-Jun-24,06:00 Hrs,812,55021,797.3,27571,1,1.5,2,4,Normal
CHENAB,Khanki,18-Jun-24,06:00 Hrs,733,21112,721,13062,1,1.5,2,4,Normal
CHENAB,Qadirabad,18-Jun-24,06:00 Hrs,700,30948,685.3,11423,1,1.5,2,4,Normal
CHENAB,Trimmu,18-Jun-24,06:00 Hrs,490.5,39166,482.9,21916,1.5,2,3,4.5,Normal
CHENAB,Punjnad,18-Jun-24,06:00 Hrs,338,15869,324.7,2069,1.5,2,3,4.5,Normal
RAVI,Jassar,18-Jun-24,06:00 Hrs,-,-,775.1,1284,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,18-Jun-24,06:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,18-Jun-24,06:00 Hrs,633,28860,617.8,2860,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,18-Jun-24,06:00 Hrs,467,14000,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,18-Jun-24,06:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,18-Jun-24,06:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,18-Jun-24,06:00 Hrs,455,2300,434,NIL,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,18-Jun-24,12:00 Hrs,-,-,14.7,175900,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,18-Jun-24,12:00 Hrs,693.5,188170,679.7,190414,2.5,3.75,5,6.5,Normal
INDUS,Chashma,18-Jun-24,12:00 Hrs,647.5,193727,613.8,185058,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,18-Jun-24,12:00 Hrs,446.7,176756,429.2,159154,2.5,3.75,5,6.5,Normal
INDUS,Guddu,18-Jun-24,12:00 Hrs,258.2,139960,248.9,111581,2,3.5,5,7,Normal
INDUS,Sukkar,18-Jun-24,12:00 Hrs,199.5,105220,189.7,55380,2,3.5,5,7,Normal
INDUS,Kotri,18-Jun-24,12:00 Hrs,69.9,46115,43.3,5470,2.5,4,5,6.5,Normal
JHELUM,Kotli,18-Jun-24,12:00 Hrs,-,-,7.5,2600,-,-,-,-,-
JHELUM,Rasul,18-Jun-24,12:00 Hrs,719,55797,700,36264,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,18-Jun-24,12:00 Hrs,812,55021,797.3,27571,1,1.5,2,4,Normal
CHENAB,Khanki,18-Jun-24,12:00 Hrs,733,24819,721.5,16794,1,1.5,2,4,Normal
CHENAB,Qadirabad,18-Jun-24,12:00 Hrs,700,29638,685.2,10113,1,1.5,2,4,Normal
CHENAB,Trimmu,18-Jun-24,12:00 Hrs,490.5,39892,483.2,22642,1.5,2,3,4.5,Normal
CHENAB,Punjnad,18-Jun-24,12:00 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,18-Jun-24,12:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,18-Jun-24,12:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,18-Jun-24,12:00 Hrs,633,28860,617.8,2860,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,18-Jun-24,12:00 Hrs,467,14000,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,18-Jun-24,12:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,18-Jun-24,12:00 Hrs,569,16327,558,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,18-Jun-24,12:00 Hrs,455,2300,434,NIL,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,18-Jun-24,18:00 Hrs,-,-,10.5,131900,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,18-Jun-24,18:00 Hrs,693.5,184808,679.4,177052,2.5,3.75,5,6.5,Normal
INDUS,Chashma,18-Jun-24,18:00 Hrs,647.4,204763,614.3,198163,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,18-Jun-24,18:00 Hrs,446.7,176756,429.2,159154,2.5,3.75,5,6.5,Normal
INDUS,Guddu,18-Jun-24,18:00 Hrs,258.2,139960,248.9,111581,2,3.5,5,7,Normal
INDUS,Sukkar,18-Jun-24,18:00 Hrs,199.5,105220,189.7,55380,2,3.5,5,7,Normal
INDUS,Kotri,18-Jun-24,18:00 Hrs,69.9,46115,43.3,5470,2.5,4,5,6.5,Normal
JHELUM,Kotli,18-Jun-24,18:00 Hrs,-,,7.6,2800,-,-,-,-,-
JHELUM,Rasul,18-Jun-24,18:00 Hrs,719,50675,699.4,31142,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,18-Jun-24,18:00 Hrs,812,55634,796.5,27571,1,1.5,2,4,Normal
CHENAB,Khanki,18-Jun-24,18:00 Hrs,733,34175,721.8,26100,1,1.5,2,4,Normal
CHENAB,Qadirabad,18-Jun-24,18:00 Hrs,700,29638,685.2,10113,1,1.5,2,4,Normal
CHENAB,Trimmu,18-Jun-24,18:00 Hrs,490.5,39892,483,22642,1.5,2,3,4.5,Normal
CHENAB,Punjnad,18-Jun-24,18:00 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,18-Jun-24,18:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,18-Jun-24,18:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,18-Jun-24,18:00 Hrs,633,29717,618,3715,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,18-Jun-24,18:00 Hrs,467,14500,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,18-Jun-24,18:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,18-Jun-24,18:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,18-Jun-24,18:00 Hrs,455,2200,433,Nil,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,18-Jun-24,23:59 Hrs,-,-,13.7,165000,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,18-Jun-24,23:59 Hrs,693.5,184808,679.4,177052,2.5,3.75,5,6.5,Normal
INDUS,Chashma,18-Jun-24,23:59 Hrs,647.3,204849,614.4,198249,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,18-Jun-24,23:59 Hrs,446.7,176756,429.2,159154,2.5,3.75,5,6.5,Normal
INDUS,Guddu,18-Jun-24,23:59 Hrs,258.2,139960,248.9,111581,2,3.5,5,7,Normal
INDUS,Sukkar,18-Jun-24,23:59 Hrs,199.5,105220,189.7,55380,2,3.5,5,7,Normal
INDUS,Kotri,18-Jun-24,23:59 Hrs,69.9,46115,43.3,5470,2.5,4,5,6.5,Normal
JHELUM,Kotli,18-Jun-24,23:59 Hrs,-,,7.6,2800,-,-,-,-,-
JHELUM,Rasul,18-Jun-24,23:59 Hrs,719,50675,699.4,31142,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,18-Jun-24,23:59 Hrs,812,62353,795.8,32924,1,1.5,2,4,Normal
CHENAB,Khanki,18-Jun-24,23:59 Hrs,733,35872,722.5,27797,1,1.5,2,4,Normal
CHENAB,Qadirabad,18-Jun-24,23:59 Hrs,700,41260,686.3,21735,1,1.5,2,4,Normal
CHENAB,Trimmu,18-Jun-24,23:59 Hrs,490.5,42336,483.1,25086,1.5,2,3,4.5,Normal
CHENAB,Punjnad,18-Jun-24,23:59 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,18-Jun-24,23:59 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,18-Jun-24,23:59 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,18-Jun-24,23:59 Hrs,633,29060,617.8,2860,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,18-Jun-24,23:59 Hrs,467,14500,451,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,18-Jun-24,23:59 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,18-Jun-24,23:59 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,18-Jun-24,23:59 Hrs,455,2200,433,Nil,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,19-Jun-24,06:00 Hrs,-,-,13.7,165000,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,19-Jun-24,06:00 Hrs,693.5,182885,679.4,175129,2.5,3.75,5,6.5,Normal
INDUS,Chashma,19-Jun-24,06:00 Hrs,647.2,205922,614.4,199322,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,19-Jun-24,06:00 Hrs,446.7,174871,429.2,157456,2.5,3.75,5,6.5,Normal
INDUS,Guddu,19-Jun-24,06:00 Hrs,258.4,131847,248.7,101973,2,3.5,5,7,Normal
INDUS,Sukkar,19-Jun-24,06:00 Hrs,199.5,103065,189.6,52925,2,3.5,5,7,Normal
INDUS,Kotri,19-Jun-24,06:00 Hrs,69.9,43870,42.1,3225,2.5,4,5,6.5,Normal
JHELUM,Kotli,19-Jun-24,06:00 Hrs,-,,7.5,2600,-,-,-,-,-
JHELUM,Rasul,19-Jun-24,06:00 Hrs,719,45561,698.5,26028,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,19-Jun-24,06:00 Hrs,812,63374,797.5,32924,1,1.5,2,4,Normal
CHENAB,Khanki,19-Jun-24,06:00 Hrs,733,24869,721.5,16794,1,1.5,2,4,Normal
CHENAB,Qadirabad,19-Jun-24,06:00 Hrs,700,41260,686.3,21735,1,1.5,2,4,Normal
CHENAB,Trimmu,19-Jun-24,06:00 Hrs,490.5,40763,483,23513,1.5,2,3,4.5,Normal
CHENAB,Punjnad,19-Jun-24,06:00 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,19-Jun-24,06:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,19-Jun-24,06:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,19-Jun-24,06:00 Hrs,633,29680,617.8,2860,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,19-Jun-24,06:00 Hrs,467,14500,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,19-Jun-24,06:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,19-Jun-24,06:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,19-Jun-24,06:00 Hrs,455,2200,433.8,Nil,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,19-Jun-24,12:00 Hrs,-,-,11.5,142000,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,19-Jun-24,12:00 Hrs,693.5,193821,679.4,186065,2.5,3.75,5,6.5,Normal
INDUS,Chashma,19-Jun-24,12:00 Hrs,647.1,201603,614.3,195003,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,19-Jun-24,12:00 Hrs,446.7,174871,429.2,157456,2.5,3.75,5,6.5,Normal
INDUS,Guddu,19-Jun-24,12:00 Hrs,258.4,131847,248.7,101973,2,3.5,5,7,Normal
INDUS,Sukkar,19-Jun-24,12:00 Hrs,199.5,103065,189.6,52925,2,3.5,5,7,Normal
INDUS,Kotri,19-Jun-24,12:00 Hrs,69.9,44010,42.1,3225,2.5,4,5,6.5,Normal
JHELUM,Kotli,19-Jun-24,12:00 Hrs,-,,7.5,2600,-,-,-,-,-
JHELUM,Rasul,19-Jun-24,12:00 Hrs,719,45561,698.5,26028,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,19-Jun-24,12:00 Hrs,812,47315,794.2,16865,1,1.5,2,4,Normal
CHENAB,Khanki,19-Jun-24,12:00 Hrs,733,23003,721.2,14928,1,1.5,2,4,Normal
CHENAB,Qadirabad,19-Jun-24,12:00 Hrs,700,36100,685.9,16575,1,1.5,2,4,Normal
CHENAB,Trimmu,19-Jun-24,12:00 Hrs,490.5,39453,482.7,22203,1.5,2,3,4.5,Normal
CHENAB,Punjnad,19-Jun-24,12:00 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,19-Jun-24,12:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,19-Jun-24,12:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,19-Jun-24,12:00 Hrs,633.5,30825,618.2,3825,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,19-Jun-24,12:00 Hrs,467,14500,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,19-Jun-24,12:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,19-Jun-24,12:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,19-Jun-24,12:00 Hrs,455,2200,433.8,Nil,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,19-Jun-24,18:00 Hrs,-,-,9.8,125000,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,19-Jun-24,18:00 Hrs,693.5,184330,679.4,176574,2.5,3.75,5,6.5,Normal
INDUS,Chashma,19-Jun-24,18:00 Hrs,647.1,201511,614.3,194911,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,19-Jun-24,18:00 Hrs,446.7,174871,429.2,157456,2.5,3.75,5,6.5,Normal
INDUS,Guddu,19-Jun-24,18:00 Hrs,258.5,140960,248.9,110577,2,3.5,5,7,Normal
INDUS,Sukkar,19-Jun-24,18:00 Hrs,199.5,103065,189.6,52925,2,3.5,5,7,Normal
INDUS,Kotri,19-Jun-24,18:00 Hrs,69.9,44010,42.1,3225,2.5,4,5,6.5,Normal
JHELUM,Kotli,19-Jun-24,18:00 Hrs,-,,7.4,2400,-,-,-,-,-
JHELUM,Rasul,19-Jun-24,18:00 Hrs,719,50675,699.4,31142,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,19-Jun-24,18:00 Hrs,812,47315,795.8,16865,1,1.5,2,4,Normal
CHENAB,Khanki,19-Jun-24,18:00 Hrs,733,35885,722.5,27797,1,1.5,2,4,Normal
CHENAB,Qadirabad,19-Jun-24,18:00 Hrs,700,36100,685.9,16575,1,1.5,2,4,Normal
CHENAB,Trimmu,19-Jun-24,18:00 Hrs,490.5,39892,483,22642,1.5,2,3,4.5,Normal
CHENAB,Punjnad,19-Jun-24,18:00 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,19-Jun-24,18:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,19-Jun-24,18:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,19-Jun-24,18:00 Hrs,633.5,30825,618.2,3825,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,19-Jun-24,18:00 Hrs,467,14300,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,19-Jun-24,18:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,19-Jun-24,18:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,19-Jun-24,18:00 Hrs,455,2200,433,Nil,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,19-Jun-24,23:59 Hrs,-,-,11.5,142000,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,19-Jun-24,23:59 Hrs,693.5,171465,679.2,163709,2.5,3.75,5,6.5,Normal
INDUS,Chashma,19-Jun-24,23:59 Hrs,647,201661,614.3,195061,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,19-Jun-24,23:59 Hrs,446.7,174871,429.2,157456,2.5,3.75,5,6.5,Normal
INDUS,Guddu,19-Jun-24,23:59 Hrs,259,140960,249,110577,2,3.5,5,7,Normal
INDUS,Sukkar,19-Jun-24,23:59 Hrs,200,103065,190,52925,2,3.5,5,7,Normal
INDUS,Kotri,19-Jun-24,23:59 Hrs,70,44010,42,3225,2.5,4,5,6.5,Normal
JHELUM,Kotli,19-Jun-24,23:59 Hrs,-,-,7.4,2400,-,-,-,-,-
JHELUM,Rasul,19-Jun-24,23:59 Hrs,719,45561,698.5,26028,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,19-Jun-24,23:59 Hrs,812,58021,797,27571,1,1.5,2,4,Normal
CHENAB,Khanki,19-Jun-24,23:59 Hrs,733,37850,723,29736,1,1.5,2,4,Normal
CHENAB,Qadirabad,19-Jun-24,23:59 Hrs,700,41260,686.3,21735,1,1.5,2,4,Normal
CHENAB,Trimmu,19-Jun-24,23:59 Hrs,490.5,39892,483,22642,1.5,2,3,4.5,Normal
CHENAB,Punjnad,19-Jun-24,23:59 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,19-Jun-24,23:59 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,19-Jun-24,23:59 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,19-Jun-24,23:59 Hrs,633.5,29945,617.8,2945,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,19-Jun-24,23:59 Hrs,467,14300,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,19-Jun-24,23:59 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,19-Jun-24,23:59 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,19-Jun-24,23:59 Hrs,455,2849,434,449,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,20-Jun-24,06:00 Hrs,-,-,15,179200,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,20-Jun-24,06:00 Hrs,693.5,165571,697.1,157815,2.5,3.75,5,6.5,Normal
INDUS,Chashma,20-Jun-24,06:00 Hrs,647,202790,614.3,196190,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,20-Jun-24,06:00 Hrs,446.7,179133,429.2,161194,2.5,3.75,5,6.5,Normal
INDUS,Guddu,20-Jun-24,06:00 Hrs,259,141837,249,111446,2,3.5,5,7,Normal
INDUS,Sukkar,20-Jun-24,06:00 Hrs,200,96040,189,46385,2,3.5,5,7,Normal
INDUS,Kotri,20-Jun-24,06:00 Hrs,70,43820,42,2415,2.5,4,5,6.5,Normal
JHELUM,Kotli,20-Jun-24,06:00 Hrs,-,-,7.5,2600,-,-,-,-,-
JHELUM,Rasul,20-Jun-24,06:00 Hrs,719,35333,697,15800,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,20-Jun-24,06:00 Hrs,812,58021,797,27571,1,1.5,2,4,Normal
CHENAB,Khanki,20-Jun-24,06:00 Hrs,733,34189,722,26100,1,1.5,2,4,Normal
CHENAB,Qadirabad,20-Jun-24,06:00 Hrs,700,45012,686.9,25487,1,1.5,2,4,Normal
CHENAB,Trimmu,20-Jun-24,06:00 Hrs,490.5,39892,483,22642,1.5,2,3,4.5,Normal
CHENAB,Punjnad,20-Jun-24,06:00 Hrs,338,14838,324.2,1038,1.5,2,3,4.5,Normal
RAVI,Jassar,20-Jun-24,06:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,20-Jun-24,06:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,20-Jun-24,06:00 Hrs,633.5,29945,617.8,2945,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,20-Jun-24,06:00 Hrs,467,14900,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,20-Jun-24,06:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,20-Jun-24,06:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,20-Jun-24,06:00 Hrs,455,2849,434,449,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,20-Jun-24,12:00 Hrs,-,-,14.4,172600,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,20-Jun-24,12:00 Hrs,693.5,183875,679.4,176119,2.5,3.75,5,6.5,Normal
INDUS,Chashma,20-Jun-24,12:00 Hrs,646.7,201531,614.2,194931,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,20-Jun-24,12:00 Hrs,446.7,179133,429.2,161194,2.5,3.75,5,6.5,Normal
INDUS,Guddu,20-Jun-24,12:00 Hrs,258.4,141609,248.8,110035,2,3.5,5,7,Normal
INDUS,Sukkar,20-Jun-24,12:00 Hrs,199.5,96040,189.2,46385,2,3.5,5,7,Normal
INDUS,Kotri,20-Jun-24,12:00 Hrs,69.9,43820,42,2415,2.5,4,5,6.5,Normal
JHELUM,Kotli,20-Jun-24,12:00 Hrs,-,,7.6,2800,-,-,-,-,-
JHELUM,Rasul,20-Jun-24,12:00 Hrs,719,43243,698,23610,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,20-Jun-24,12:00 Hrs,812.1,52668,797.1,22218,1,1.5,2,4,Normal
CHENAB,Khanki,20-Jun-24,12:00 Hrs,733,24908,721.31,16794,1,1.5,2,4,Normal
CHENAB,Qadirabad,20-Jun-24,12:00 Hrs,700,42505,686.4,22980,1,1.5,2,4,Normal
CHENAB,Trimmu,20-Jun-24,12:00 Hrs,490.5,39453,482.7,22203,1.5,2,3,4.5,Normal
CHENAB,Punjnad,20-Jun-24,12:00 Hrs,338,15869,324.2,2069,1.5,2,3,4.5,Normal
RAVI,Jassar,20-Jun-24,12:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,20-Jun-24,12:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,20-Jun-24,12:00 Hrs,633.5,29945,617.8,2945,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,20-Jun-24,12:00 Hrs,467,14600,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,20-Jun-24,12:00 Hrs,-,-,NR,NR,-,-,-,-,-
SUTLEJ,Sulemanki,20-Jun-24,12:00 Hrs,569,16327,558.8,3309,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,20-Jun-24,12:00 Hrs,455,2849,434,449,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,20-Jun-24,18:00 Hrs,-,-,10,127000,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,20-Jun-24,18:00 Hrs,693.5,183361,679.4,175805,2.5,3.75,5,6.5,Normal
INDUS,Chashma,20-Jun-24,18:00 Hrs,646.5,201609,614.3,195009,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,20-Jun-24,18:00 Hrs,446.7,193199,429.4,173867,2.5,3.75,5,6.5,Normal
INDUS,Guddu,20-Jun-24,18:00 Hrs,258.5,139353,248.75,107072,2,3.5,5,7,Normal
INDUS,Sukkar,20-Jun-24,18:00 Hrs,199.5,96040,189.2,46385,2,3.5,5,7,Normal
INDUS,Kotri,20-Jun-24,18:00 Hrs,69.9,43820,42,2415,2.5,4,5,6.5,Normal
JHELUM,Kotli,20-Jun-24,18:00 Hrs,-,-,7.6,2800,-,-,-,-,-
JHELUM,Rasul,20-Jun-24,18:00 Hrs,719,43243,698,23610,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,20-Jun-24,18:00 Hrs,812,52668,796.9,22218,1,1.5,2,4,Normal
CHENAB,Khanki,20-Jun-24,18:00 Hrs,733,24884,721.5,16794,1,1.5,2,4,Normal
CHENAB,Qadirabad,20-Jun-24,18:00 Hrs,700,33531,685.6,14006,1,1.5,2,4,Normal
CHENAB,Trimmu,20-Jun-24,18:00 Hrs,490.5,38836,482.5,21586,1.5,2,3,4.5,Normal
CHENAB,Punjnad,20-Jun-24,18:00 Hrs,338,15869,324.2,2069,1.5,2,3,4.5,Normal
RAVI,Jassar,20-Jun-24,18:00 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,20-Jun-24,18:00 Hrs,-,-,672.6,12063,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,20-Jun-24,18:00 Hrs,633.5,29945,617.8,2945,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,20-Jun-24,18:00 Hrs,467,14600,451.5,Nil,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,20-Jun-24,18:00 Hrs,,-,-,-,-,-,-,-,-
SUTLEJ,Sulemanki,20-Jun-24,18:00 Hrs,569,15921,558.5,2654,0.5,0.8,1.2,1.75,Normal
SUTLEJ,Islam,20-Jun-24,18:00 Hrs,455,3226,436.6,826,0.5,0.8,1.2,1.75,Normal
INDUS,khairabad,20-Jun-24,23:59 Hrs,-,-,11.8,145100,2.25,3.75,5,6.5,Normal
INDUS,Kalabagh,20-Jun-24,23:59 Hrs,693.5,183385,679.5,176119,2.5,3.75,5,6.5,Normal
INDUS,Chashma,20-Jun-24,23:59 Hrs,646.5,201552,614.3,194952,2.5,3.75,5,6.5,Normal
INDUS,Taunsa,20-Jun-24,23:59 Hrs,446.7,193199,429.4,173867,2.5,3.75,5,6.5,Normal
INDUS,Guddu,20-Jun-24,23:59 Hrs,258.5,139353,248.75,107072,2,3.5,5,7,Normal
INDUS,Sukkar,20-Jun-24,23:59 Hrs,199.5,96040,189.2,46385,2,3.5,5,7,Normal
INDUS,Kotri,20-Jun-24,23:59 Hrs,69.9,43820,42,2415,2.5,4,5,6.5,Normal
JHELUM,Kotli,20-Jun-24,23:59 Hrs,-,-,7.5,2600,-,-,-,-,-
JHELUM,Rasul,20-Jun-24,23:59 Hrs,719,39338,697.3,19705,0.75,1.1,1.5,2.25,Normal
CHENAB,Marala,20-Jun-24,23:59 Hrs,812,52718,796.9,22218,1,1.5,2,4,Normal
CHENAB,Khanki,20-Jun-24,23:59 Hrs,733,35887,722.5,27797,1,1.5,2,4,Normal
CHENAB,Qadirabad,20-Jun-24,23:59 Hrs,700,38661,686.1,19136,1,1.5,2,4,Normal
CHENAB,Trimmu,20-Jun-24,23:59 Hrs,490.5,38836,482.5,21586,1.5,2,3,4.5,Normal
CHENAB,Punjnad,20-Jun-24,23:59 Hrs,338,15869,324.2,2069,1.5,2,3,4.5,Normal
RAVI,Jassar,20-Jun-24,23:59 Hrs,-,-,775.2,1378,0.5,0.75,1,1.5,Normal
RAVI,Shahdara,20-Jun-24,23:59 Hrs,-,-,673,13721,0.4,0.65,0.9,1.35,Normal
RAVI,Balloki,20-Jun-24,23:59 Hrs,633.5,28425,618.2,3825,0.4,0.65,0.9,1.35,Normal
RAVI,Sidhnai,20-Jun-24,23:59 Hrs,467,15200,451.5,-,0.3,0.45,0.6,0.9,Normal
SUTLEJ,Bhakara**,20-Jun-24,23:59 Hrs,,-,-,-,-,-,-,-,-
